edinetCode,secCode,JCN,filerName,count
E30126,14290,4020001061696,株式会社日本アクア,4
E05476,37690,6011001005411,ＧＭＯペイメントゲートウェイ株式会社,4
E34028,78000,1010001110663,株式会社アミファ,4
E03264,75050,6010001055706,扶桑電通株式会社,4
E35642,40510,5011001064508,ＧＭＯフィナンシャルゲート株式会社,4
E04038,89440,5010001031955,株式会社ランドビジネス,4
E04152,,1020001029440,横浜高速鉄道株式会社,4
E05233,43200,8430001003331,株式会社ＣＥホールディングス,4
E37742,95530,5011001052933,株式会社マイクロアド,4
E23465,78190,4010401097556,粧美堂株式会社,4
E02040,68770,9021001027278,ＯＢＡＲＡ　ＧＲＯＵＰ株式会社,4
E00975,45540,5010001084045,富士製薬工業株式会社,4
E05073,47540,3370001005710,株式会社トスネット,4
E00495,29170,1120001034595,株式会社大森屋,4
E02810,74460,5420001009282,東北化学薬品株式会社,4
E00515,29260,5030001051126,株式会社　篠崎屋,4
E01997,77110,6050001023279,助川電気工業株式会社,4
E23492,36360,6010001030403,株式会社三菱総合研究所,4
E00276,17710,1290001028382,日本乾溜工業株式会社,4
E00299,17430,8340001001600,コーアツ工業株式会社,4
E34965,49310,5290001023017,新日本製薬株式会社,4
E32156,61890,1010001170889,株式会社グローバルキッズＣＯＭＰＡＮＹ,4
E37773,73860,8010001131604,ジャパンワランティサポート株式会社,4
E05206,42930,6011101024311,株式会社セプテーニ・ホールディングス,4
E31681,34610,6010001082675,株式会社パルマ,4
E34285,34960,9011001062508,株式会社アズーム,4
E36961,92440,8011301019084,株式会社デジタリフト,4
E37957,95620,5010001092774,ビジネスコーチ株式会社,4
E32603,39390,9010701012714,株式会社カナミックネットワーク,4
E36670,77920,8120001073372,株式会社コラントッテ,4
E31751,35560,8180001093877,リネットジャパングループ株式会社,4
E03259,74940,4020001007344,株式会社コナカ,4
E34455,76810,1120901010233,株式会社レオクラン,4
E01381,59210,1010401007286,川岸工業株式会社,4
E02971,33230,8010401085763,レカム株式会社,4
E37199,92580,6011501017170,株式会社ＣＳ－Ｃ,4
E01568,63160,5010001008788,株式会社丸山製作所,4
E34335,44210,3010401052264,株式会社ディ・アイ・システム,4
E31640,39180,2010701018957,ＰＣＩホールディングス株式会社,4
E34054,78060,6180001051390,株式会社ＭＴＧ,4
E33242,39890,2180001061708,シェアリングテクノロジー株式会社,4
E02548,31760,2010001017016,三洋貿易株式会社,4
E27877,36770,3010001003551,株式会社システム情報,4
E33272,65510,8010001107240,株式会社ツナググループ・ホールディングス,4
E32193,61980,2011101052670,株式会社キャリア,4
E03347,26520,4011201005139,株式会社まんだらけ,4
E01034,49580,2010001063068,長谷川香料株式会社,4
E35946,29870,5011101067559,株式会社タスキ,4
E34256,34950,2050001000950,香陵住販株式会社,4
E24917,60500,2010401066249,イー・ガーディアン株式会社,4
E34271,34940,5011101020237,株式会社マリオン,4
E30836,36900,3120001104842,株式会社イルグルム,4
E02352,77600,3120001059756,ＩＭＶ株式会社,4
E33357,65540,6130001017685,株式会社エスユーエス,4
E35420,,,藤田　誠,4
E01716,64660,3140001052189,株式会社ＴＶＥ,4
E00254,17950,7010601006280,株式会社マサル,4
E30996,36980,6011001062642,株式会社ＣＲＩ・ミドルウェア,4
E02075,67310,6120001106530,株式会社ピクセラ,4
E05340,37120,9120001043911,株式会社情報企画,4
E32380,61960,7010001079968,株式会社ストライク,4
E33601,65630,4011001072890,株式会社みらいワークス,4
E05585,24850,6180001045104,株式会社ティア,4
E22042,21850,4180001036617,株式会社シイエム・シイ,4
E27043,60870,8011001065412,株式会社アビスト,4
E34544,44270,6010401117444,株式会社ＥｄｕＬａｂ,4
E35945,40590,7011001055793,株式会社まぐまぐ,4
E31454,60470,5010401102810,株式会社Ｇｕｎｏｓｙ,4
E37733,95520,3011001124759,株式会社Ｍ＆Ａ総合研究所,4
E05424,37470,3010001080186,株式会社インタートレード,4
E32619,39650,3120001077956,株式会社キャピタル・アセット・プランニング,4
E34273,62330,7140001038325,極東産機株式会社,4
E05707,36240,8011201015613,アクセルマーク株式会社,4
E32405,61950,3290001029577,株式会社ホープ,4
E33367,39920,3011101025642,株式会社ニーズウェル,4
E05492,87890,7010401025761,フィンテック　グローバル株式会社,4
E36629,73720,2010001180292,株式会社デコルテ・ホールディングス,4
E37153,92120,4010001142142,Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓｔｉｔｕｔｅ株式会社,4
E34053,70300,7110001022686,株式会社スプリックス,4
E31019,39000,6010401098453,株式会社クラウドワークス,4
E00258,17890,3011101040583,株式会社ＥＴＳホールディングス,4
E04365,93760,1010001031554,株式会社ユーラシア旅行社,4
E02719,98690,6140001068331,加藤産業株式会社,4
E36002,41720,2260001004724,東和ハイシステム株式会社,4
E34513,44450,9010001086161,リビン・テクノロジーズ株式会社,4
E37744,95540,5012401024308,株式会社ＡＶｉＣ,4
E27062,36680,7011001059638,株式会社コロプラ,4
E36223,92480,7010001221554,人・夢・技術グループ株式会社,4
E03340,76430,6460101000896,株式会社ダイイチ,4
E02982,33590,6320201000224,株式会社ｃｏｔｔａ,4
E36129,48840,7120901027189,クリングルファーマ株式会社,4
E30022,60800,3010001107385,Ｍ＆Ａキャピタルパートナーズ株式会社,4
E01715,63380,2150001010683,株式会社タカトリ,4
E33384,44470,2290001015909,株式会社ピー・ビーシステムズ,4
E05623,21220,8011101028715,株式会社インタースペース,4
E35258,70760,1180001116041,名南Ｍ＆Ａ株式会社,4
E05049,94380,6011101023123,株式会社エムティーアイ,4
E03207,99560,5200001023784,株式会社バローホールディングス,4
E27815,31870,5120001080628,株式会社サンワカンパニー,4
E32682,14380,4200001001361,株式会社岐阜造園,4
E02538,,3011101014587,株式会社トーハン,4
E34116,43930,1011101050080,株式会社バンク・オブ・イノベーション,4
E37192,42600,4012401031387,株式会社ハイブリッドテクノロジーズ,4
E00745,23880,7010001085875,株式会社ウェッジホールディングス,4
E15389,,,クレディ・スイス・マネジメント（ケイマン）リミテッド,4
E01137,53330,3180001010829,日本碍子株式会社,3
E31632,50210,1010401120741,コスモエネルギーホールディングス株式会社,3
E05192,48490,1011101029018,エン・ジャパン株式会社,3
E03478,30530,7010601023532,株式会社ペッパーフードサービス,3
E38201,,3011101042092,株式会社ｊｉｇ．ｊｐ,3
E38178,,6010001075555,株式会社コーチ・エィ,3
E38162,,6011001111250,株式会社トリドリ,3
E03572,83640,8080001001858,株式会社清水銀行,3
E38212,,3040001011205,大東製糖株式会社,3
E02778,99840,1010401056795,ソフトバンクグループ株式会社,3
E03562,83600,3090001002315,株式会社　山梨中央銀行,3
E02505,80150,6180001031731,豊田通商株式会社,3
E34191,,6010401138465,株式会社メディカルインキュベータジャパン,3
E22198,,5180001088789,東海東京証券株式会社,3
E01059,49230,9130001033317,コタ株式会社,3
E38155,,3011001108349,ウェルプレイド・ライゼスト株式会社,3
E38215,,6011001046711,株式会社ＧＥＮＯＶＡ,3
E38164,,5010401054515,株式会社エージェント・インシュアランス・グループ,3
E03847,87660,7010001078061,東京海上ホールディングス株式会社,3
E37359,,1010001162465,Ｂｅｙｏｎｄ　Ｎｅｘｔ　Ｖｅｎｔｕｒｅｓ株式会社,3
E35518,48830,1010001172984,株式会社モダリス,3
E04967,46530,7010401016356,株式会社ダイオーズ,3
E31493,,,バークレイズ・マルチマネージャー・ファンド・パブリック・リミテッド・カンパニー,3
E31742,34150,9011001058992,株式会社ＴＯＫＹＯ　ＢＡＳＥ,3
E23887,,1030001086043,永田紙業株式会社,3
E14732,,6010401068539,ソシエテ・ジェネラル・オスマン・マネジメント株式会社,3
E03581,83700,9170001000916,株式会社紀陽銀行,3
E09600,,1120001056441,第一燃料株式会社,3
E32015,,,フォーカス・シキャブ,3
E03451,33580,9290801016604,ワイエスフード株式会社,3
E38118,,8010401090648,株式会社アルファパーチェス,3
E32101,,8010401082876,ＵＧＳアセットマネジメント株式会社,3
E38202,,2220001020849,ダイワ通信株式会社,3
E03500,30660,8180001047370,株式会社ＪＢイレブン,3
E03367,26810,7180001074052,株式会社ゲオホールディングス,3
E38024,,7010001171816,プリベントメディカル株式会社,3
E32636,,,モルガン・スタンレー・ファイナンス・エルエルシー,3
E02272,77330,5011001005222,オリンパス株式会社,3
E03575,83660,6160001000993,株式会社滋賀銀行,3
E30103,71670,1060001007582,株式会社めぶきフィナンシャルグループ,3
E03610,83080,5010601039654,株式会社　りそなホールディングス,3
E03554,83340,3070001003513,株式会社　群馬銀行,3
E09482,,,株式会社エスジェーエス,3
E03583,83810,6280001000230,株式会社山陰合同銀行,3
E38124,,,創展環球有限公司,3
E27736,,6010001026748,ベイビュー・アセット・マネジメント株式会社,3
E02960,27760,7010601010274,新都ホールディングス株式会社,3
E13771,,7010405002922,森トラスト総合リート投資法人,3
E03556,83310,2040001000019,株式会社千葉銀行,3
E15296,,,ＵＢＳ（Ｌｕｘ）キー・セレクション・シキャブ,3
E37620,,,山口　直彦,3
E36862,,,アップコン株式会社,3
E00692,79110,7010501016231,凸版印刷株式会社,3
E03851,87950,2010401063502,株式会社Ｔ＆Ｄホールディングス,3
E03646,71840,8230001002106,株式会社　富山第一銀行,3
E26490,,,崎谷　文雄,3
E03399,27300,3240001041231,株式会社エディオン,3
E32447,71890,5290001075355,株式会社西日本フィナンシャルホールディングス,3
E36703,73800,7200001039259,株式会社十六フィナンシャルグループ,3
E03508,30690,2010401066843,株式会社　ＪＦＬＡホールディングス,3
E03622,84180,5250001007270,株式会社山口フィナンシャルグループ,3
E31748,61780,5010001112697,日本郵政株式会社,3
E31755,71810,6010001112696,株式会社かんぽ生命保険,3
E31604,,1010005023705,サムティ・レジデンシャル投資法人,3
E04948,94350,9013301019047,株式会社光通信,3
E03333,76380,9010001046693,株式会社ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ,3
E06087,,,フィンランド地方金融公社,3
E10538,,,舘本　勲武,3
E03771,,2010001062870,三菱ＵＦＪ証券ホールディングス株式会社,3
E13410,,3010005005643,日本都市ファンド投資法人,3
E32189,62370,3010001011026,株式会社イワキ,3
E03563,83590,3100001002833,株式会社八十二銀行,3
E37761,,,本多　敏行,3
E36668,,8120001043821,株式会社ジャパンシルバーフリース,3
E23924,86300,9011101055980,ＳＯＭＰＯホールディングス株式会社,3
E02956,27610,8011101014467,トシン・グループ株式会社,3
E01598,64620,3010001032014,株式会社リケン,3
E05219,43010,5011001029386,株式会社アミューズ,3
E03576,83690,9130001000028,株式会社京都銀行,3
E38171,,1010901034004,株式会社Ｒｅｂａｓｅ,3
E37392,,,谷口　辰成,3
E22239,,,ＵＢＳ（Ｌｕｘ）ボンド・シキャブ,3
E03200,99450,2290001034974,株式会社プレナス,3
E06033,,,西オーストラリア州理財公社,3
E37936,95600,4010001178269,株式会社プログリット,3
E02126,70110,8010401050387,三菱重工業株式会社,3
E01978,69420,9011101054751,株式会社ソフィアホールディングス,3
E32292,91430,9130001026717,ＳＧホールディングス株式会社,3
E38110,,,小代　義行,3
E32141,39300,1013201014709,株式会社はてな,3
E38247,,2010001230857,住友生命第３回劣後ローン流動化株式会社,3
E00143,19280,8120001059652,積水ハウス株式会社,3
E38157,52400,3011101065465,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ株式会社,3
E10264,,,上田　祐司,3
E09489,,,進藤博信,3
E06141,87500,8010001131752,第一生命ホールディングス株式会社,3
E35828,,6013101007246,株式会社ぽると,3
E35187,70730,1010001066022,株式会社ジェイック,3
E05336,37100,2011101009695,ジョルダン株式会社,3
E02732,98960,4010601027156,ＪＫホールディングス株式会社,3
E07801,60980,5010001060426,株式会社リクルートホールディングス,3
E05168,48130,5010001009662,株式会社ＡＣＣＥＳＳ,3
E01085,51010,4010401030574,横浜ゴム株式会社,3
E35534,70950,7011001107074,株式会社Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,3
E24211,,,重田　光時,3
E14705,,3010005011484,産業ファンド投資法人,3
E32691,,8010401060106,株式会社エスエム・エンタテインメント・ジャパン,3
E00540,31160,2180301014324,トヨタ紡織株式会社,3
E04103,90420,2120901019851,阪急阪神ホールディングス株式会社,3
E03855,88010,6010001034957,三井不動産株式会社,3
E38334,,,副島　雄一,3
E04060,32310,3011101037398,野村不動産ホールディングス株式会社,3
E36213,41740,4011001065192,株式会社アピリッツ,3
E00688,39550,1120001074740,株式会社イムラ封筒,3
E33948,65770,9011001045578,株式会社ベストワンドットコム,3
E04853,96920,9021001026338,株式会社シーイーシー,3
E07790,,7010401044480,株式会社巽也蔵,3
E06718,,7240001008045,日本鉱泉株式会社,3
E02835,74760,8120001060544,アズワン株式会社,3
E25884,77770,4010001087940,株式会社スリー・ディー・マトリックス,3
E11029,,,クレディ・スイス・エイ・ジー,3
E33109,35650,2011101051771,アセンテック株式会社,3
E03404,27620,8013301027281,株式会社ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,3
E04048,89960,6120101025572,株式会社ハウスフリーダム,3
E05759,,,ウエストパック・バンキング・コーポレーション,3
E11467,,8010401055238,日鉄興和不動産株式会社,3
E22035,,,五十嵐　幹,3
E05750,,,ナショナル・オーストラリア・バンク・リミテッド,3
E06989,,,市野　諮,3
E01827,67150,5070001005937,株式会社ナカヨ,3
E04919,96000,7020001030145,株式会社アイネット,3
E03485,30670,4011101033768,株式会社東京一番フーズ,3
E32462,,,大房　翔,3
E37413,,,椙原　健,3
E38007,95640,5011101080339,株式会社ＦＣＥ　Ｈｏｌｄｉｎｇｓ,3
E03623,84100,5010001073618,株式会社セブン銀行,3
E32194,61910,6010401072978,株式会社エアトリ,3
E09016,,9010001067806,コンセーユ・ティ・アイ株式会社,2
E31720,,3010001153347,大和企業投資株式会社,2
E38206,,,アリアケ・マスター・ファンド,2
E05156,48190,5011001014966,株式会社デジタルガレージ,2
E03252,74620,6010001141167,株式会社ＣＡＰＩＴＡ,2
E38126,,,大津　直樹,2
E03637,85620,4380001001393,株式会社　福島銀行,2
E03641,85440,5040001000008,株式会社　京葉銀行,2
E04302,,7020001027166,鈴江コーポレーション株式会社,2
E34205,,6010001153708,新生クレアシオンパートナーズ株式会社,2
E03664,84160,4490001000608,株式会社高知銀行,2
E03997,88970,6011101042313,ＭＩＲＡＲＴＨホールディングス株式会社,2
E03660,,8250001008844,株式会社西京銀行,2
E04370,,9010001095716,東日本高速道路株式会社,2
E08278,,,七村　守,2
E03674,85630,7380001005689,株式会社大東銀行,2
E01002,42080,2250001002992,ＵＢＥ株式会社,2
E04503,95050,7230001003022,北陸電力株式会社,2
E03645,85370,5110001022754,株式会社大光銀行,2
E34113,73270,3110001033555,株式会社第四北越フィナンシャルグループ,2
E26324,,,吉松　徹郎,2
E01589,67280,5021001007242,株式会社　アルバック,2
E26686,71610,9370001022386,株式会社じもとホールディングス,2
E33586,44800,4010401082351,株式会社メドレー,2
E03823,,2010001008824,東京海上日動火災保険株式会社,2
E38010,,4010401141396,ＳＢＩノンバンクホールディングス株式会社,2
E37667,,1011101059452,株式会社ゴーゴーカレーグループ,2
E03854,87250,4010001116542,ＭＳ＆ＡＤインシュアランスグループホールディングス株式会社,2
E05328,23540,7290801010765,株式会社ＹＥ　ＤＩＧＩＴＡＬ,2
E38185,,,ＷＩＬＬ　ＦＩＥＬＤ　ＣＡＰＩＴＡＬ　ＰＴＥ　ＬＴＤ,2
E09050,,,マサチューセッツ・ファイナンシャル・サービセズ・カンパニー,2
E03530,83030,7010001016855,株式会社新生銀行,2
E32419,,,賀川　正宣,2
E35230,,2010701019377,楽天カード株式会社,2
E02144,72030,1180301018771,トヨタ自動車株式会社,2
E03574,83680,5190001000892,株式会社　百五銀行,2
E02517,80980,4120001077360,稲畑産業株式会社,2
E30695,,,Ｍａｗｅｒ　Ｉｎｖｅｓｔｍｅｎｔ　Ｍａｎａｇｅｍｅｎｔ　Ｌｔｄ．,2
E00380,22080,6110001017563,株式会社ブルボン,2
E36300,,4370001025360,東北大学ベンチャーパートナーズ株式会社,2
E05903,,,ゼネラル・エレクトリック・カンパニー,2
E36657,73180,8180001058335,セレンディップ・ホールディングス株式会社,2
E20994,,8080101005817,株式会社増進会ホールディングス,2
E35254,,1010005030387,ＳＯＳｉＬＡ物流リート投資法人,2
E12468,,1010001018139,さわかみ投信株式会社,2
E03543,83450,7400001000423,株式会社岩手銀行,2
E33840,73260,6010401128870,ＳＢＩインシュアランスグループ株式会社,2
E03599,83950,9300001000183,株式会社佐賀銀行,2
E03549,83440,5390001002010,株式会社山形銀行,2
E05954,,,トヨタ　ファイナンス　オーストラリア　リミテッド,2
E03557,83370,9040001000020,株式会社千葉興業銀行,2
E03546,83430,1410001000221,株式会社秋田銀行,2
E03040,82520,9011201005150,株式会社　丸井グループ,2
E03571,83580,9080101000957,スルガ銀行株式会社,2
E35720,,3010401144284,トライヴィスタ・キャピタル株式会社,2
E30522,,,シンフォニー・フィナンシャル・パートナーズ（シンガポール）ピーティーイー・リミテッド,2
E23820,86000,5470001011928,トモニホールディングス株式会社,2
E03819,87040,5010401039284,トレイダーズホールディングス株式会社,2
E36196,,,加藤　厚史,2
E27919,,,荒井　正昭,2
E03570,,5080001002669,株式会社静岡銀行,2
E34168,,,宮下　幸治,2
E02453,78600,7010401004245,エイベックス株式会社,2
E38187,,1010001230222,株式会社ＴＨＥ　ＳＨＡＰＥＲ,2
E32887,,2010405014492,森トラスト・ホテルリート投資法人,2
E12431,,3010001068479,ＢＮＰパリバ・アセットマネジメント株式会社,2
E03652,85220,8180001036398,株式会社　名古屋銀行,2
E38129,,5011001137024,株式会社ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,2
E03648,,8080101000735,株式会社静岡中央銀行,2
E04514,95310,6010401020516,東京瓦斯株式会社,2
E03545,83410,1370001003352,株式会社七十七銀行,2
E30746,71730,9011101071326,株式会社東京きらぼしフィナンシャルグループ,2
E03550,83460,9380001001018,株式会社東邦銀行,2
E03670,85540,7340001004232,株式会社南日本銀行,2
E03679,71500,8280001000328,株式会社島根銀行,2
E31217,,3010005023083,ケネディクス商業リート投資法人,2
E05714,,4010401053410,ソニーフィナンシャルグループ株式会社,2
E05069,47480,7011201001655,株式会社　構造計画研究所,2
E05391,33190,9010401040981,株式会社ゴルフダイジェスト・オンライン,2
E36239,,,谷口　政人,2
E37730,,,ハンマックス・インベストメント・リミテッド,2
E03582,83830,2270001000870,株式会社　鳥取銀行,2
E12499,,4010001065839,ＮＮインベストメント・パートナーズ株式会社,2
E03544,83490,7400001001891,株式会社　東北銀行,2
E37412,73840,3420001017799,株式会社プロクレアホールディングス,2
E03567,83620,9210001003641,株式会社福井銀行,2
E23250,87140,1120001140303,株式会社池田泉州ホールディングス,2
E03730,,1012401020392,株式会社ホンダファイナンス,2
E23187,87130,4370001018694,フィデアホールディングス株式会社,2
E33693,73220,2190001025439,株式会社三十三フィナンシャルグループ,2
E03634,85510,8400001001882,株式会社　北日本銀行,2
E03602,83990,6360001000404,株式会社琉球銀行,2
E03647,,8210001003262,株式会社福邦銀行,2
E20919,,6240002039049,有限会社青山物産,2
E02590,,5120001077392,ＫＩＳＣＯ株式会社,2
E03592,83980,6290001049168,株式会社筑邦銀行,2
E32283,,,香田哲朗,2
E04912,85700,2010001010887,イオンフィナンシャルサービス株式会社,2
E03683,,5360001000405,株式会社　沖縄海邦銀行,2
E37634,,4010001225129,日本生命第７回劣後ローン流動化株式会社,2
E03624,83540,9290001028986,株式会社ふくおかフィナンシャルグループ,2
E03591,,1290001004367,株式会社福岡銀行,2
E37482,51250,2011001127135,株式会社ファインズ,2
E31775,71820,5010001112730,株式会社ゆうちょ銀行,2
E03597,83930,4350001001677,株式会社宮崎銀行,2
E03555,83360,6030001002490,株式会社武蔵野銀行,2
E33574,36110,7240001034000,株式会社マツオカコーポレーション,2
E00967,45440,1011101039628,Ｈ．Ｕ．グループホールディングス株式会社,2
E14140,,6010005015144,大和ハウスリート投資法人,2
E03663,85410,2500001000005,株式会社　愛媛銀行,2
E05677,38420,6010001097517,株式会社ネクストジェン,2
E01821,68820,7120001051882,株式会社三社電機製作所,2
E03407,27670,2011001042870,円谷フィールズホールディングス株式会社,2
E01057,44640,8120001083009,株式会社ソフト９９コーポレーション,2
E34566,,,ひびき・パース・アドバイザーズ,2
E03729,84210,3010005002392,信金中央金庫,2
E03684,85210,9100001013701,株式会社長野銀行,2
E03596,83920,7320001000084,株式会社大分銀行,2
E03580,83670,5150001001622,株式会社南都銀行,2
E35826,73390,2010401155621,アイペットホールディングス株式会社,2
E03678,85420,7260001006096,株式会社トマト銀行,2
E04505,95070,9470001001933,四国電力株式会社,2
E03600,,3140001055984,株式会社　但馬銀行,2
E03827,,4011101023372,損害保険ジャパン株式会社,2
E26965,,7120001172720,株式会社安芸ゴルフ倶楽部,2
E30201,,,中村　壮秀,2
E37959,51290,1010401084788,株式会社ＦＩＸＥＲ,2
E03666,85400,9290001004368,株式会社福岡中央銀行,2
E03552,83380,4050001009057,株式会社筑波銀行,2
E04101,90480,8180001031837,名古屋鉄道株式会社,2
E01634,64090,1090001003075,株式会社キトー,2
E01190,52140,4160001001498,日本電気硝子株式会社,2
E31612,71800,2340001018765,株式会社九州フィナンシャルグループ,2
E34552,,,ＩｎｆｌｅＸｉｏｎ　ＩＩ　Ｉｎｖｅｓｔｍｅｎｔ，　Ｉｎｃ．,2
E31210,,8010401058612,イノベーション・エンジン株式会社,2
E35493,93260,7122001008714,株式会社関通,2
E31745,61750,7011001070909,株式会社ネットマーケティング,2
E23224,,,株式会社アプラス,2
E03676,,8300001000201,株式会社佐賀共栄銀行,2
E01297,99640,9080001007508,株式会社アイ・テック,2
E36730,73500,2360001029471,株式会社おきなわフィナンシャルグループ,2
E38042,,7010401001556,アクセンチュア株式会社,2
E05884,,,スリーエム　カンパニー,2
E35289,70820,3011001068337,株式会社ジモティー,2
E03651,,8180001036373,株式会社愛知銀行,2
E03993,88940,8250001006187,株式会社ＲＥＶＯＬＵＴＩＯＮ,2
E00053,18030,1010401013565,清水建設株式会社,2
E03673,85590,3320001002530,株式会社豊和銀行,2
E03653,,6180001036391,株式会社中京銀行,2
E26349,,4010401097969,マイルストーン・キャピタル・マネジメント株式会社,2
E33700,,4010405016090,ザイマックス・リート投資法人,2
E36077,40160,8040001042344,ＭＩＴホールディングス株式会社,2
E27092,,6010405009877,ＧＬＰ投資法人,2
E32187,,,成瀬　隆章,2
E32726,,,梅田　優祐,2
E03533,,5010001008846,株式会社三菱ＵＦＪ銀行,2
E35331,,,岡本吉起,2
E31732,61720,2011101057356,株式会社メタップス,2
E10093,,4180002058107,有限会社巴ホールディングス,2
E25088,,,ピムコ・グローバル・アドバイザーズ（ルクセンブルグ）エス・エイ,2
E02843,74880,4180001041518,株式会社ヤガミ,2
E13909,,4010501022769,ありがとう投信株式会社,2
E32138,28840,6010001128643,株式会社ヨシムラ・フード・ホールディングス,2
E31583,,,ＵＢＳ（Ｌｕｘ）ストラテジー・シキャブ,2
E15033,,,ＩＱ　ＥＱマネジメント・バミューダ・リミテッド,2
E34575,,,インベスコ・ファンズ,2
E15174,,,ルクセンブルク三菱ＵＦＪインベスターサービス銀行Ｓ．Ａ．,2
E04090,90050,7011001016291,東急株式会社,2
E34767,,,ファンドロジック（ジャージー）リミテッド,2
E02059,67270,8030001033121,株式会社ワコム,2
E00183,19790,7011101011812,株式会社大気社,2
E38180,,4011001063527,オープンワーク株式会社,2
E14853,,,ＳＭＢＣ日興インベストメント・ファンド・マネジメント・カンパニー・エス・エイ,2
E01533,63020,9010701005032,住友重機械工業株式会社,2
E37066,,,百本　正博,2
E34282,,2010001183816,シュバイツェル・インベストメント株式会社,2
E00222,19940,1010001049480,高橋カーテンウォール工業株式会社,2
E38167,,8010401104993,株式会社フーディソン,2
E38031,,4010001226242,ＨＴＳＫ株式会社,2
E33961,,,宮本　和彦,2
E02718,98670,1010801004073,ソレキア株式会社,2
E01209,,2290001045328,株式会社麻生,2
E31476,,2010001025943,ニッセイ・キャピタル株式会社,2
E01636,63630,9120901011562,株式会社酉島製作所,2
E30064,,8010005019820,イオンリート投資法人,2
E32395,,,ＶＩＳ　Ａｄｖｉｓｏｒｓ，ＬＰ,2
E30957,,,山崎　敬明,2
E04500,95090,4430001022351,北海道電力株式会社,2
E00596,35780,6220001003750,倉庫精練株式会社,2
E33440,,4011101005998,株式会社ケイアイテイ,2
E36700,73810,5220001024450,株式会社北國フィナンシャルホールディングス,2
E01591,63760,7011001017109,日機装株式会社,2
E03127,82790,4030001055722,株式会社ヤオコー,2
E38111,,,森　遼太,2
E38112,,,永田　基樹,2
E38113,,,小代　愛,2
E05070,47500,8120001083116,株式会社ダイサン,2
E27622,25870,8010401080079,サントリー食品インターナショナル株式会社,2
E04110,90310,4290001009413,西日本鉄道株式会社,2
